"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","4","1","1","3.526036","0","13"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","2.129497","0","3"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","14","6","35.601074","0","71"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","1","1","12.607785","0","64"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","6","1","1","5.385211","0","26"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","1","1","91.678818","0","2160"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","250","1","1","560.362610","0","11265"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","693","1","1","1358.362671","0","55920"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","26","1","1","46.544838","0","195"
"/Game/MyStuff/NewMaterial.NewMaterial","21","20","1","1","40.226864","0","126"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","4","1","1","3.140237","0","11"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","2","2","1","1.893776","0","3"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","2.286207","0","3"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","52","1","1","102.672028","0","527"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","4","2","1","3.478171","0","11"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","112","3","1","256.111359","0","1879"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","21","104","5","2","196.144318","0","1176"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","21","80","3","2","203.747665","0","924"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","21","150","3","3","357.180542","0","1907"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","150","3","1","306.204895","0","2524"
"Globals","24","891","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","2","2","1","1.946903","0","3"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","4","1","1","3.627558","0","13"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","24","2","2","1","2.125051","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","24","2","2","1","2.302294","0","3"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","10","6","30.605242","0","82"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","24","150","3","3","314.314392","0","2073"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","24","80","6","2","167.397491","0","710"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","150","1","1","293.370605","0","3076"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","24","104","3","2","180.066956","0","1164"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","40","2","1","75.959412","0","392"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","2.146025","0","3"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","26","1","1","44.843044","0","177"
"/Game/MyStuff/NewMaterial.NewMaterial","24","20","1","1","39.239750","0","120"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","4","1","1","3.157648","0","11"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","4","1","1","3.137643","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","1.878520","0","3"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","2.114553","0","3"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","52","3","1","100.031929","0","600"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","112","1","1","233.183365","0","1884"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","24","22","1","1","40.501286","0","176"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","4","1","1","3.584303","0","13"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","2.147058","0","2"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","1.908461","0","3"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","24","25","2","1","43.219074","0","208"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","24","8","2","27.515656","0","97"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","24","4","1","1","3.698001","0","13"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","24","8","1","1","7.100076","0","43"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","2.117690","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","40","3","1","75.897293","0","336"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","20","1","1","37.497478","0","97"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","2.085041","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","2","2","1","1.887228","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","2.099911","0","3"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","24","40","6","1","76.343086","0","269"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","24","2","2","1","2.247545","0","3"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","70","3","1","146.031860","0","502"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","70","9","1","150.108078","0","487"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","693","9","1","1379.919189","0","26754"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","70","4","1","149.441681","0","655"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","1","1","4.140821","0","11"
"/ControlRig/M_Manip.M_Manip","24","4","1","1","3.882098","0","11"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","3.495556","0","4"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","2.143458","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","10","7","1","12.938162","0","29"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","6","4","1","5.390683","0","17"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","77","7","1","98.381424","0","407"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","250","9","1","546.723694","0","2646"
